name,code,country,latitude,longitude,elevation,style,runway_direction,runway_length,runway_width,frequency,description
Obstacle,Obsta,PL,53.28763333333333,15.2842,50.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.69968333333333,23.290916666666668,136.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.6183,18.56983333333333,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.29058333333333,15.284116666666666,40.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.640483333333336,18.480333333333334,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.70515,23.247166666666665,151.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64266666666666,18.477433333333334,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.28296666666667,15.2555,50.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.67261666666667,18.399966666666668,143.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64706666666667,18.580866666666665,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.70243333333333,23.261666666666667,152.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.283166666666666,15.240333333333334,48.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.709716666666665,23.258583333333334,148.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.62051666666667,18.5686,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.59858333333333,18.54035,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.7102,23.233516666666667,142.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.65091666666667,18.460633333333334,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.694633333333336,23.2791,150.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.705799999999996,23.271116666666668,163.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9383,17.210916666666666,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.69605,22.580233333333332,141.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.692766666666664,22.581566666666667,126.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.69635,22.57235,135.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.70086666666667,22.582366666666665,139.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.7005,22.573166666666665,130.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.69841666666667,22.598366666666667,126.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.70401666666667,22.602916666666665,132.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.829766666666664,14.534266666666667,55.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.28188333333333,20.109833333333334,177.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.25965,20.089833333333335,168.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.282666666666664,20.103783333333332,176.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.282016666666664,20.116683333333334,178.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.826816666666666,14.540133333333333,59.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.1437,21.15886666666667,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.27806666666667,20.1184,180.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.699983333333336,22.5912,131.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.77793333333334,20.159883333333333,124.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.70295,22.61415,132.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8255,14.510533333333333,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.27571666666667,20.112766666666666,168.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.785266666666665,20.197266666666668,166.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.81855,14.5172,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.787866666666666,20.1855,135.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.691183333333335,22.574583333333333,131.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.702283333333334,22.566433333333332,132.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.820683333333335,14.514366666666668,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82315,14.5274,59.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.109183333333334,14.792216666666667,67.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.08541666666667,14.777983333333333,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.112716666666664,14.805983333333334,64.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.17791666666667,14.752183333333333,28.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.463,16.601533333333332,25.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.14566666666666,14.78135,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.7403,17.7288,134.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10805,14.839133333333333,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.46443333333333,16.5961,21.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.11736666666667,14.815433333333333,56.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.46315,16.613516666666666,23.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.17551666666667,14.75025,37.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.148716666666665,14.781233333333333,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.14361666666667,14.777116666666666,48.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.05845,14.764266666666666,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.748066666666666,17.7468,140.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10823333333333,14.805533333333333,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.097633333333334,14.8362,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.08405,14.782783333333333,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.07881666666667,14.77605,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10803333333333,14.846966666666667,59.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.06413333333333,14.76215,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10386666666667,14.839216666666667,74.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.11325,14.800716666666666,69.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.066916666666664,14.764783333333334,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.180733333333336,14.752316666666667,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.05996666666667,14.759183333333333,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10613333333333,14.801366666666667,61.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.115883333333336,14.829316666666667,58.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.180683333333334,14.757766666666667,29.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.082566666666665,14.773266666666666,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.062216666666664,14.774616666666667,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.063383333333334,14.769533333333333,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.11123333333333,14.8415,59.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.11665,14.807266666666667,60.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.06603333333333,14.772383333333334,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.976283333333335,17.28265,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.07038333333333,14.774816666666666,76.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.66178333333333,18.555233333333334,156.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.102066666666666,14.799466666666667,71.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10095,20.435066666666668,163.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.091833333333334,14.836583333333333,77.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.64646666666667,18.54035,170.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.0746,14.777183333333333,67.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.08626666666667,14.789683333333333,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.942933333333336,17.2711,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.10915,14.798116666666667,62.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.144083333333334,14.786083333333334,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.07715,14.771233333333333,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.080466666666666,14.781566666666667,72.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.141816666666664,14.782333333333334,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.15155,14.779783333333333,42.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.105216666666664,14.79615,64.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.060266666666664,14.7686,77.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.095616666666665,14.83225,74.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.06856666666667,14.7692,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.126466666666666,14.836666666666666,46.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.05603333333333,14.768433333333334,72.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.07335,14.771916666666666,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.082883333333335,14.787883333333333,71.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.12385,14.831333333333333,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.103966666666665,14.8051,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.07706666666667,14.780583333333333,70.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.27195,20.112833333333334,178.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.24061666666667,20.110866666666666,160.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.256233333333334,20.093916666666665,151.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.273066666666665,20.118883333333333,176.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.2646,20.089733333333335,187.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.01688333333333,15.230333333333334,18.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0104,15.22565,17.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.284083333333335,20.0973,194.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.01381666666666,15.2274,11.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.020266666666664,15.232,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.5685,20.721583333333335,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.66145,18.565583333333333,150.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.64685,18.610766666666667,138.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63621666666667,18.60345,122.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.664883333333336,18.573783333333335,161.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.66898333333334,23.316216666666666,163.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.66566666666667,18.565833333333334,162.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.651516666666666,18.60055,110.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.415683333333334,14.7905,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63368333333333,18.581516666666666,153.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.38985,14.7938,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.65051666666667,18.61295,143.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.40571666666666,14.7816,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.36585,14.833833333333333,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.649633333333334,18.54965,160.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.41786666666667,14.683233333333334,56.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.425666666666665,14.683166666666667,63.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.39945,14.791116666666667,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.415866666666666,14.68965,50.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63936666666667,18.541966666666667,172.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.4275,14.67305,52.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.43598333333333,14.689816666666667,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.641666666666666,18.537483333333334,170.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.409483333333334,14.777616666666667,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.42941666666667,14.682883333333333,60.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.43293333333333,14.6942,66.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.635466666666666,18.566416666666665,152.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.4373,14.683083333333334,73.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.44085,14.680033333333334,56.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.40603333333333,14.773583333333333,90.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.42176666666667,14.682516666666666,66.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.6353,18.574716666666667,155.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.435316666666665,14.678283333333333,69.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.39183333333333,14.787733333333334,95.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63791666666667,18.548683333333333,167.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96111666666667,17.26805,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82281666666667,14.511533333333333,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.65,18.531166666666667,160.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.39833333333333,14.79795,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.42041666666667,14.675666666666666,63.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.64893333333333,18.60025,118.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.3624,14.82875,68.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.81995,14.527766666666666,64.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.958866666666665,17.271216666666668,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8241,14.540316666666667,56.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.38666666666666,14.790633333333334,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.42086666666667,14.668416666666667,52.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82176666666667,14.5347,61.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.39386666666667,14.796416666666667,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.973283333333335,17.284083333333335,90.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82715,14.535683333333333,54.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.36505,14.816816666666666,62.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.825,14.523533333333333,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.385016666666665,14.796166666666666,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.44278333333333,14.6743,64.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.396,14.802116666666667,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.372566666666664,14.822033333333334,70.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37285,14.82935,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.3955,14.790216666666666,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.38856666666667,14.7852,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.381816666666666,14.791983333333333,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.424,14.675383333333333,52.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.43098333333333,14.676366666666667,54.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.97455,17.25605,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.401466666666664,14.78365,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.42418333333333,14.669666666666666,50.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37715,14.803733333333334,73.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.43313333333333,14.681733333333334,60.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.36505,14.82345,66.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.972166666666666,17.25745,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.3731,14.80485,67.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.431983333333335,14.68805,57.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.3782,14.797266666666667,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37663333333333,14.827083333333333,67.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37316666666667,14.814716666666667,69.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.40245,14.776566666666668,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.36931666666667,14.831533333333333,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.18143333333333,15.0772,199.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.09305,15.0318,208.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.1893,15.08135,201.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.08915,15.012666666666666,218.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.18605,15.090716666666667,195.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.08445,15.017016666666667,213.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.0924,15.03765,208.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.18525,15.0691,199.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.085233333333335,15.011283333333333,214.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.187016666666665,15.064166666666667,199.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.07946666666667,15.00915,203.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.187583333333336,15.085766666666666,202.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.1806,15.08485,192.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.074866666666665,15.038983333333332,217.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.183883333333334,15.064216666666667,202.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.08915,15.0311,216.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.077533333333335,15.0367,216.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.18875,15.069183333333333,200.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.086283333333334,15.035366666666667,218.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.189566666666664,15.075316666666666,204.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.08375,15.0217,211.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.11323333333333,15.645883333333334,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.0857,15.005183333333333,201.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.92778333333333,17.314433333333334,95.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.929766666666666,17.3128,100.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.17855,15.080266666666667,189.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.18383333333333,15.07415,212.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.184983333333335,15.056366666666667,194.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.12943333333333,15.817116666666667,21.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.12831666666667,15.758633333333334,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.1788,15.7783,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.18485,15.767383333333333,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.189233333333334,15.76855,16.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.758783333333334,14.94855,118.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.29703333333333,18.743683333333333,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.295966666666665,18.75775,7.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.29841666666667,18.740683333333333,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.293216666666666,18.7493,25.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.30128333333333,18.73445,5.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.305,18.740933333333334,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.11193333333333,19.068266666666666,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.1163,19.067766666666667,11.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.401133333333334,22.162583333333334,156.0,8,,,,,Height: 100 m GND
Obstacle,Obsta,PL,54.303733333333334,18.74405,7.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.2947,18.74651666666667,21.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.29176666666667,18.7515,20.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.2998,18.7378,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.50155,22.302333333333333,175.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.50425,22.300966666666667,182.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,54.290333333333336,18.754666666666665,12.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.52461666666667,22.283533333333335,180.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.524316666666664,22.27385,183.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.511916666666664,22.2637,181.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.5052,22.342,170.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.5206,22.28311666666667,185.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.51546666666667,22.276733333333333,174.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,54.11875,19.05516666666667,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.48466666666667,22.3053,193.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.507083333333334,22.293616666666665,161.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,54.11363333333333,19.0767,11.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.50123333333333,22.316266666666667,187.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.5014,22.284433333333332,187.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.510733333333334,22.274866666666668,180.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.52053333333333,22.2752,182.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,51.471266666666665,22.324816666666667,176.0,8,,,,,Height: 119 m GND
Obstacle,Obsta,PL,54.113483333333335,19.06045,13.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.58565,23.722316666666668,208.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.14415,19.032766666666667,7.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.151066666666665,19.0427,5.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.1292,19.068133333333332,7.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.16935,19.02725,5.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.147866666666665,19.0362,13.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.170383333333334,19.03996666666667,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.17326666666666,19.03375,11.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.12545,19.06395,18.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.147466666666666,19.045933333333334,9.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.05185,23.368066666666667,171.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.33345,16.400266666666667,17.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93475,17.21216666666667,95.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.928216666666664,17.23085,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.97528333333333,19.046383333333335,30.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.51971666666667,17.232866666666666,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.59871666666667,21.83335,325.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.59981666666667,21.848366666666667,324.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.60541666666667,21.837266666666668,317.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.4664,16.600033333333332,17.0,8,,,,,Height: Unknown
